sentiment,text
pos,"its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time ."
neg,"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be ."
pos,one of the year's most weirdly engaging and unpredictable character pieces .
pos,a beguiling evocation of the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions .
pos,'they' begins and ends with scenes so terrifying i'm still stunned . and i've decided to leave a light on every night from now on .
pos,"the aaa of action , xxx is a blast of adrenalin , rated eee for excitement . and vin diesel is the man ."
pos,"performances are potent , and the women's stories are ably intercut and involving ."
neg,"the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat ."
pos,"like all of egoyan's work , ararat is fiercely intelligent and uncommonly ambitious ."
neg,"the movie doesn't think much of its characters , its protagonist , or of us ."
pos,"sensitive , insightful and beautifully rendered film . one of the best of the year ."
neg,"has its moments , but it's pretty far from a treasure ."
pos,"it's pretty linear and only makeup-deep , but bogdanovich ties it together with efficiency and an affection for the period ."
neg,"the question hanging over the time machine is not , as the main character suggests , 'what if ? ' but rather , 'how can you charge money for this ? "
neg,"what will , most likely , turn out to be the most repellent movie of 2002 ."
neg,"[janey] forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies ."
pos,"if you've ever wondered what an ending without the input of studio executives or test audiences would look like , here it is ."
neg,"unless you are in dire need of a diesel fix , there is no real reason to see it . wait for video -- and then don't rent it ."
neg,billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse .
pos,"s1m0ne's satire is not subtle , but it is effective . it's a quirky , off-beat project . . . ."
neg,el crimen del padre amaro would likely be most effective if used as a tool to rally anti-catholic protestors .
pos,god bless crudup and his aversion to taking the easy hollywood road and cashing in on his movie-star gorgeousness .
neg,"rymer doesn't trust laughs -- and doesn't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects ."
pos,"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters ."
pos,the film offers an intriguing what-if premise .
neg,"even a hardened voyeur would require the patience of job to get through this interminable , shapeless documentary about the swinging subculture ."
pos,the kind of trifle that date nights were invented for .
pos,meant for star wars fans . it is there to give them a good time .
neg,"opens at a funeral , ends on the protagonist's death bed and doesn't get much livelier in the three hours in between ."
pos,"the laser-projected paintings provide a spell-casting beauty , while russell and dreyfus are a romantic pairing of hearts , preciously exposed as history corners them ."
neg,"true to its title , it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at ."
neg,not an objectionable or dull film ; it merely lacks everything except good intentions .
pos,"still pretentious and filled with subtext , but entertaining enough at 'face value' to recommend to anyone looking for something different ."
neg,has little on its mind aside from scoring points with drag gags .
neg,"producer john penotti surveyed high school students . . . and came back with the astonishing revelation that "" they wanted to see something that didn't talk down to them . "" ignoring that , he made swimfan anywa"
neg,"it's harmless , diverting fluff . but it's hard to imagine a more generic effort in the genre ."
pos,broomfield turns his distinctive 'blundering' style into something that could really help clear up the case .
pos,"greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skil"
