text,sentiment,n_pos_words,n_neg_words
"the film would work much better as a video installation in a museum , where viewers would be free to leave . immediately .",neg,0,0
"the film's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations .",pos,0,0
"unintelligible , poorly acted , brain-slappingly bad , harvard man is ludicrous enough that it could become a cult classic .",neg,0,1
"the film's strength isn't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears .",pos,0,0
"[lawrence bounces] all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place .",pos,0,0
the film's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film's production design .,neg,0,0
a full-frontal attack on audience patience .,neg,0,0
a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .,neg,0,0
feels less like a cousin to blade runner than like a bottom-feeder sequel in the escape from new york series .,neg,0,0
"[city] reminds us how realistically nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self-caricature of 'analyze this' ( 1999 ) and 'analyze that , ' promised ( or threatened ) for later this year .",pos,0,0
one groan-inducing familiarity begets another .,neg,0,0
"everyone's insecure in lovely and amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .",pos,2,0
impostor is a step down for director gary fleder .,neg,0,0
the film jolts the laughs from the audience--as if by cattle prod .,pos,0,0
leguizamo and jones are both excellent and the rest of the cast is uniformly superb .,pos,2,0
the campy results make mel brooks' borscht belt schtick look sophisticated .,neg,0,0
discursive but oddly riveting documentary .,pos,0,0
"despite bearing the paramount imprint , it's a bargain-basement european pickup . what's hard to understand is why anybody picked it up . wiser souls would have tactfully pretended not to see it and left it lying ther",neg,0,0
"loosely speaking , we're in all of me territory again , and , strictly speaking , schneider is no steve martin .",neg,0,0
kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .,pos,0,0
"ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis .",pos,0,0
"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j . k . rowling's books .",pos,0,0
"by halfway through this picture i was beginning to hate it , and , of course , feeling guilty for it . . . . then , miracle of miracles , the movie does a flip-flop .",neg,0,1
"its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time .",pos,0,1
"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be .",neg,0,0
one of the year's most weirdly engaging and unpredictable character pieces .,pos,0,0
a beguiling evocation of the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions .,pos,0,0
'they' begins and ends with scenes so terrifying i'm still stunned . and i've decided to leave a light on every night from now on .,pos,0,0
"the aaa of action , xxx is a blast of adrenalin , rated eee for excitement . and vin diesel is the man .",pos,0,0
"performances are potent , and the women's stories are ably intercut and involving .",pos,0,0
"the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .",neg,0,0
"like all of egoyan's work , ararat is fiercely intelligent and uncommonly ambitious .",pos,1,0
"the movie doesn't think much of its characters , its protagonist , or of us .",neg,0,0
"sensitive , insightful and beautifully rendered film . one of the best of the year .",pos,1,0
"has its moments , but it's pretty far from a treasure .",neg,0,0
"it's pretty linear and only makeup-deep , but bogdanovich ties it together with efficiency and an affection for the period .",pos,0,0
"the question hanging over the time machine is not , as the main character suggests , 'what if ? ' but rather , 'how can you charge money for this ? ",neg,0,0
"what will , most likely , turn out to be the most repellent movie of 2002 .",neg,0,0
"[janey] forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies .",neg,0,0
"if you've ever wondered what an ending without the input of studio executives or test audiences would look like , here it is .",pos,0,0
"unless you are in dire need of a diesel fix , there is no real reason to see it . wait for video -- and then don't rent it .",neg,0,0
billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse .,neg,0,0
"s1m0ne's satire is not subtle , but it is effective . it's a quirky , off-beat project . . . .",pos,0,0
el crimen del padre amaro would likely be most effective if used as a tool to rally anti-catholic protestors .,neg,0,0
god bless crudup and his aversion to taking the easy hollywood road and cashing in on his movie-star gorgeousness .,pos,0,0
"rymer doesn't trust laughs -- and doesn't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects .",neg,0,0
"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters .",pos,0,0
the film offers an intriguing what-if premise .,pos,0,0
"even a hardened voyeur would require the patience of job to get through this interminable , shapeless documentary about the swinging subculture .",neg,0,0
the kind of trifle that date nights were invented for .,pos,0,0
